Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
(	PUNCT	0	10	50	0	"A propagando nos levar crer que estamos comprando um produto de alta pressão . Pois além da potencia técnica ser 1750 Lbs o nome do Produto leva a grafia de "" 2200 que confunde completamente o consumidor leigo . Comparei as 1750lbs da Lavadora Wap com as 1750Lbs do concorrente ( TEKNE ) e fiquei surpreso com a diferença . Por isso não recomendo este produto ."
TEKNE	PROPN	1	10	51	0	"A propagando nos levar crer que estamos comprando um produto de alta pressão . Pois além da potencia técnica ser 1750 Lbs o nome do Produto leva a grafia de "" 2200 que confunde completamente o consumidor leigo . Comparei as 1750lbs da Lavadora Wap com as 1750Lbs do concorrente ( TEKNE ) e fiquei surpreso com a diferença . Por isso não recomendo este produto ."
)	PUNCT	0	10	52	0	"A propagando nos levar crer que estamos comprando um produto de alta pressão . Pois além da potencia técnica ser 1750 Lbs o nome do Produto leva a grafia de "" 2200 que confunde completamente o consumidor leigo . Comparei as 1750lbs da Lavadora Wap com as 1750Lbs do concorrente ( TEKNE ) e fiquei surpreso com a diferença . Por isso não recomendo este produto ."
e	CCONJ	0	10	53	0	"A propagando nos levar crer que estamos comprando um produto de alta pressão . Pois além da potencia técnica ser 1750 Lbs o nome do Produto leva a grafia de "" 2200 que confunde completamente o consumidor leigo . Comparei as 1750lbs da Lavadora Wap com as 1750Lbs do concorrente ( TEKNE ) e fiquei surpreso com a diferença . Por isso não recomendo este produto ."
fiquei	VERB	1	10	54	0	"A propagando nos levar crer que estamos comprando um produto de alta pressão . Pois além da potencia técnica ser 1750 Lbs o nome do Produto leva a grafia de "" 2200 que confunde completamente o consumidor leigo . Comparei as 1750lbs da Lavadora Wap com as 1750Lbs do concorrente ( TEKNE ) e fiquei surpreso com a diferença . Por isso não recomendo este produto ."
surpreso	NOUN	1	10	55	0	"A propagando nos levar crer que estamos comprando um produto de alta pressão . Pois além da potencia técnica ser 1750 Lbs o nome do Produto leva a grafia de "" 2200 que confunde completamente o consumidor leigo . Comparei as 1750lbs da Lavadora Wap com as 1750Lbs do concorrente ( TEKNE ) e fiquei surpreso com a diferença . Por isso não recomendo este produto ."
com	ADP	0	10	56	0	"A propagando nos levar crer que estamos comprando um produto de alta pressão . Pois além da potencia técnica ser 1750 Lbs o nome do Produto leva a grafia de "" 2200 que confunde completamente o consumidor leigo . Comparei as 1750lbs da Lavadora Wap com as 1750Lbs do concorrente ( TEKNE ) e fiquei surpreso com a diferença . Por isso não recomendo este produto ."
a	DET	0	10	57	0	"A propagando nos levar crer que estamos comprando um produto de alta pressão . Pois além da potencia técnica ser 1750 Lbs o nome do Produto leva a grafia de "" 2200 que confunde completamente o consumidor leigo . Comparei as 1750lbs da Lavadora Wap com as 1750Lbs do concorrente ( TEKNE ) e fiquei surpreso com a diferença . Por isso não recomendo este produto ."
diferença	NOUN	0	10	58	0	"A propagando nos levar crer que estamos comprando um produto de alta pressão . Pois além da potencia técnica ser 1750 Lbs o nome do Produto leva a grafia de "" 2200 que confunde completamente o consumidor leigo . Comparei as 1750lbs da Lavadora Wap com as 1750Lbs do concorrente ( TEKNE ) e fiquei surpreso com a diferença . Por isso não recomendo este produto ."
.	PUNCT	0	10	59	0	"A propagando nos levar crer que estamos comprando um produto de alta pressão . Pois além da potencia técnica ser 1750 Lbs o nome do Produto leva a grafia de "" 2200 que confunde completamente o consumidor leigo . Comparei as 1750lbs da Lavadora Wap com as 1750Lbs do concorrente ( TEKNE ) e fiquei surpreso com a diferença . Por isso não recomendo este produto ."
Por	ADP	0	10	60	0	"A propagando nos levar crer que estamos comprando um produto de alta pressão . Pois além da potencia técnica ser 1750 Lbs o nome do Produto leva a grafia de "" 2200 que confunde completamente o consumidor leigo . Comparei as 1750lbs da Lavadora Wap com as 1750Lbs do concorrente ( TEKNE ) e fiquei surpreso com a diferença . Por isso não recomendo este produto ."
isso	PRON	0	10	61	0	"A propagando nos levar crer que estamos comprando um produto de alta pressão . Pois além da potencia técnica ser 1750 Lbs o nome do Produto leva a grafia de "" 2200 que confunde completamente o consumidor leigo . Comparei as 1750lbs da Lavadora Wap com as 1750Lbs do concorrente ( TEKNE ) e fiquei surpreso com a diferença . Por isso não recomendo este produto ."
não	ADV	0	10	62	0	"A propagando nos levar crer que estamos comprando um produto de alta pressão . Pois além da potencia técnica ser 1750 Lbs o nome do Produto leva a grafia de "" 2200 que confunde completamente o consumidor leigo . Comparei as 1750lbs da Lavadora Wap com as 1750Lbs do concorrente ( TEKNE ) e fiquei surpreso com a diferença . Por isso não recomendo este produto ."
recomendo	VERB	1	10	63	0	"A propagando nos levar crer que estamos comprando um produto de alta pressão . Pois além da potencia técnica ser 1750 Lbs o nome do Produto leva a grafia de "" 2200 que confunde completamente o consumidor leigo . Comparei as 1750lbs da Lavadora Wap com as 1750Lbs do concorrente ( TEKNE ) e fiquei surpreso com a diferença . Por isso não recomendo este produto ."
este	DET	0	10	64	0	"A propagando nos levar crer que estamos comprando um produto de alta pressão . Pois além da potencia técnica ser 1750 Lbs o nome do Produto leva a grafia de "" 2200 que confunde completamente o consumidor leigo . Comparei as 1750lbs da Lavadora Wap com as 1750Lbs do concorrente ( TEKNE ) e fiquei surpreso com a diferença . Por isso não recomendo este produto ."
produto	NOUN	0	10	65	0	"A propagando nos levar crer que estamos comprando um produto de alta pressão . Pois além da potencia técnica ser 1750 Lbs o nome do Produto leva a grafia de "" 2200 que confunde completamente o consumidor leigo . Comparei as 1750lbs da Lavadora Wap com as 1750Lbs do concorrente ( TEKNE ) e fiquei surpreso com a diferença . Por isso não recomendo este produto ."
.	PUNCT	0	10	66	0	"A propagando nos levar crer que estamos comprando um produto de alta pressão . Pois além da potencia técnica ser 1750 Lbs o nome do Produto leva a grafia de "" 2200 que confunde completamente o consumidor leigo . Comparei as 1750lbs da Lavadora Wap com as 1750Lbs do concorrente ( TEKNE ) e fiquei surpreso com a diferença . Por isso não recomendo este produto ."
9	['SCONJ', 'VERB', 'PRON', 'VERB', 'VERB', 'SCONJ', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'ADP', 'NOUN', 'ADJ', 'AUX', 'NUM', 'PROPN', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'NUM', 'PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'PRON', 'ADV', 'VERB', 'DET', 'NOUN', 'PUNCT']	[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	10	9	1	"A propagando nos levar crer que estamos comprando um produto de alta pressão . Pois além da potencia técnica ser 1750 Lbs o nome do Produto leva a grafia de "" 2200 que confunde completamente o consumidor leigo . Comparei as 1750lbs da Lavadora Wap com as 1750Lbs do concorrente ( TEKNE ) e fiquei surpreso com a diferença . Por isso não recomendo este produto ."
Realmente	ADV	1	11	0	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
o	DET	0	11	1	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
produto	NOUN	0	11	2	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
funciona	VERB	0	11	3	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
,	PUNCT	0	11	4	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
estoura	VERB	1	11	5	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
todas	DET	0	11	6	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
pipocas	NOUN	1	11	7	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
,	PUNCT	0	11	8	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
a	DET	0	11	9	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
única	ADJ	0	11	10	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
coisa	NOUN	0	11	11	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
a	SCONJ	0	11	12	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
pontuar	VERB	1	11	13	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
é	AUX	0	11	14	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
a	DET	0	11	15	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
dificuldade	NOUN	0	11	16	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
em	SCONJ	0	11	17	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
temperar	VERB	1	11	18	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
a	DET	0	11	19	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
pipoca	NOUN	1	11	20	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
,	PUNCT	0	11	21	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
a	DET	0	11	22	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
dica	NOUN	1	11	23	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
que	PRON	0	11	24	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
tem	VERB	0	11	25	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
no	ADP	0	11	26	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
manual	NOUN	0	11	27	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
de	SCONJ	0	11	28	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
derreter	VERB	1	11	29	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
manteiga	NOUN	1	11	30	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
e	CCONJ	0	11	31	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
jogar	VERB	0	11	32	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
por	ADP	0	11	33	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
cima	ADP	0	11	34	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
após	ADP	0	11	35	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
o	DET	0	11	36	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
preparo	NOUN	1	11	37	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
resolve	VERB	0	11	38	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
este	DET	0	11	39	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
detalhe	NOUN	0	11	40	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
,	PUNCT	0	11	41	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
agora	ADV	0	11	42	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
se	PRON	0	11	43	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
usa	VERB	0	11	44	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
somente	ADV	0	11	45	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
sal	NOUN	0	11	46	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
,	PUNCT	0	11	47	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
vai	AUX	0	11	48	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
sentir	VERB	0	11	49	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
muito	ADV	0	11	50	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
pouco	ADV	0	11	51	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
o	DET	0	11	52	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
tempero	NOUN	1	11	53	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
,	PUNCT	0	11	54	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
no	ADP	0	11	55	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
mais	ADV	0	11	56	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
o	DET	0	11	57	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
produto	NOUN	0	11	58	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
é	AUX	0	11	59	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
excelente	ADJ	0	11	60	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
,	PUNCT	0	11	61	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
não	ADV	0	11	62	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
desperdiça	VERB	1	11	63	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
nenhum	DET	0	11	64	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
grão	NOUN	0	11	65	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
.	PUNCT	0	11	66	0	Realmente o produto funciona , estoura todas pipocas , a única coisa a pontuar é a dificuldade em temperar a pipoca , a dica que tem no manual de derreter manteiga e jogar por cima após o preparo resolve este detalhe , agora se usa somente sal , vai sentir muito pouco o tempero , no mais o produto é excelente , não desperdiça nenhum grão .
