id;documento
26;"O presidente Luiz Inácio Lula da Silva afirmou, nesta terça-feira, 25, na abertura da 62ª Assembléia Geral da ONU, que os biocombustíveis não afetam a segurança alimentar. ""A cana-de-açúcar ocupa apenas 1% de nossas terras agricultáveis"". Lula disse que irá definir quais áreas serão destinadas à produção de etanol no País. O presidente afirmou que o Brasil vai sediar, no ano que vem, uma conferência internacional sobre biocombustíveis, e convidou todos os países a participarem do evento. Segundo Lula, o mundo precisa urgentemente de uma nova matriz energética. ""O etanol pode ser muito mais que uma alternativa de energia limpa"". ""O problema da fome no planeta não decorre da falta de alimentos, mas da falta de renda que golpeia quase um bilhão de homens, mulheres e crianças"", disse. Lula ressaltou que, com o Programa Fome Zero, conseguiu atingir o primeiro ponto das Metas do Milênio - erradicar a fome -, com dez anos de antecedência, reduzindo em mais da metade a pobreza extrema. ""O Brasil dará todas as garantias sociais e ambientais à produção de biocombustíveis"", frisou no discurso. Lula apontou o etanol e o biodiesel como oportunidades de países pobres e em desenvolvimento terem autonomia energética, sem grandes investimentos. ""Podem gerar emprego, renda e favorecer a agricultura familiar"". O presidente afirmou também que os biocombustíveis evitaram que 644 milhões de toneladas de CO2 fossem despejadas na atmosfera. ""Não haverá solução para os terríveis efeitos das mudanças climáticas se a humanidade não for capaz também de mudar seus padrões de produção e consumo"", disse. O presidente Lula frisou que os países mais industrializados ""precisam dar o exemplo no combate ao aquecimento global"" e disse ser ""imprescindível"" que eles cumpram as metas do Protocolo de Kyoto. Segundo o presidente, ""cada um de nós deve assumir sua parte nesta tarefa, mas não é admissível que o ônus maior da imprevidência dos privilegiados recaia sobre os despossuídos da terra"". Lula disse que o Brasil se propõe a sediar, em 2012, uma nova conferência para discutir questões ambientais, a ""Rio+20"", para avaliar os resultados da ECO-92. O presidente exaltou a queda no índice do desmatamento da Amazônia, que afirmou ter caído para ""menos da metade"". ""Não é obra do acaso. O Brasil não abdica, em nenhuma hipótese, de sua soberania nem de suas responsabilidades na Amazônia"". A taxa de desmatamento na Amazônia caiu 25%, baixando de 27 mil quilômetros quadrados em 2004, para 14 mil quilômetros em 2006, dentro do plano de ação para prevenção e controle do desmatamento. O discurso de Lula na ONU deu grande ênfase ao fim do protecionismo agrícola. ""São inaceitáveis os exorbitantes subsídios agrícolas, que enriquecem os ricos e empobrece os mais pobres"", disse o presidente. Segundo Lula, a ""superação da pobreza"" exige novas relações econômicas, ""que não penalizem os países pobres""."
27;"A Receita Federal intensificou a fiscalização sobre as declarações das pessoas físicas neste ano. O cruzamento de informações e a análise de dados dos anos anteriores dobraram o número de contribuintes que tiveram a vida fiscal analisada com maior minúcia, a chamada malha fina. Entre janeiro e julho, os auditores fiscais identificaram 208.471 declarações que precisaram ser revisadas, um crescimento de 104,5% na comparação com o mesmo período do ano passado. ""O Leão está mais atento. Guloso, não. Está cumprindo suas prerrogativas constitucionais"", afirmou Paulo Ricardo de Souza Cardoso, secretário-adjunto da Receita Federal. Para saber se caiu na malha fina, o contribuinte deve acessar o site www.receita.fazenda.gov.br. Até o ano passado, o trabalho de fiscalização sobre as declarações suspeitas era mais burocrático e demorado. Um dos motivos é que cada parâmetro era analisado isoladamente, como por exemplo os dados referentes a rendimentos imobiliários. A partir deste ano, o foco passou a ser o contribuinte e todos os parâmetros disponíveis sobre ele são cruzados. Além disso, a declaração deste ano é comparada com a de anos anteriores. Cardoso afirmou ainda que a intenção é manter esse crescimento no número de pessoas na malha final até o final do ano, ou seja, o total pode ultrapassar as 400 mil pessoas. No ano passado, tiveram suas declarações revistas 209.364 contribuintes. Por conta do maior número de dados disponíveis, também subiu o valor do quanto esses contribuintes podem ter deixado de recolher à Receita. Nos sete primeiros meses do ano foi R$ 1,339 bilhão, um aumento de 316,5%. O valor não significa que essas pessoas físicas precisam fazer o pagamento de forma imediata. Elas podem recorrer administrativamente na própria administração tributária ou na Justiça. O motivo que mais leva os contribuintes à malha fina é a omissão de renda própria ou de dependentes. Segundo Cardoso, esta omissão representa cerca de dois terços das declarações que estão em revisão. Os outros motivos mais constantes são a omissão de rendimentos imobiliários e despesas médicas incompatíveis. Ao fazer a consulta, o contribuinte pode checar qual a pendência detectada pelos técnicos da Receita e, se for o caso, fazer uma declaração retificadora para regularizar a situação. Para fazer a consulta, basta entrar no site e clicar na seção IRPF - Extrato Simplificado do Processamento. Na página, então informar o CPF, o número do recibo de entrega (os dez números que aparecem na primeira página da declaração) e o código de segurança pedido (quatro caracteres)."
28;"O colombiano Juan Carlos Ramirez Abadia, o Chupeta, um dos traficantes de drogas mais procurados do mundo, foi preso na manhã desta terça-feira, em um condomínio da Grande São Paulo, durante a operação Farrapos da Polícia Federal. Com ações em seis Estados --São Paulo, Rio, Minas, Paraná, Santa Catarina e Rio Grande do Sul--, a operação havia capturado 12 suspeitos, até a tarde desta terça-feira. O objetivo é prender 17. Considerado herdeiro do cartel de Cáli, Abadia permanecerá preso, à disposição da Justiça, na Superintendência Regional da PF, na Lapa (zona oeste de São Paulo). O ministro da Defesa de Colômbia, Juan Manuel Santos, disse em entrevista à rádio local ""W"" que Abadia deve ser extraditado do Brasil para os Estados Unidos. O Departamento de Justiça dos Estados Unidos acusa o colombiano de comandar o cartel do Vale do Norte da Colômbia, que teria enviado toneladas de cocaína àquele país, a partir do México. Os entorpecentes chegariam por rotas aéreas e marítimas da costa colombiana. Em 1996, quando Abadia se entregou à polícia colombiana, os Estados Unidos pediram a extradição dele pelo ""presumível envolvimento"" com o cartel, mas não foram atendidos. Na ocasião, o traficante confessou ter enviado 30 toneladas de cocaína aos Estados Unidos e atuado no cartel de Tijuana (México). Com a confissão, o colombiano acabou beneficiado e, embora tenha sido condenado a 23 anos de prisão, foi solto em 2002. Segundo o ministro de Defesa colombiano, a quadrilha de tráfico internacional de drogas e lavagem de dinheiro liderada por Abadia é uma das mais ricas do mundo, com um patrimônio estimado em US$ 80 milhões. O governo dos Estados Unidos oferecia US$ 5 milhões a quem desse informações que levassem à prisão do colombiano. De acordo com o ministro colombiano, desde que foi solto, Abadia fez quatro cirurgias plásticas para modificar a fisionomia e, assim, escapar da polícia. Santos disse ter sido informado de que o próprio Abadia confessou sua identidade quando foi capturado. Conforme a Polícia Nacional da Colômbia, Abadia está envolvido com o tráfico desde 1986. ""Ele criou sua própria rede distribuidora na cidade de Nova York, convertendo grande parte de seu capital fruto de negócios ilegais em bens dos quais a maioria está em nome de seus familiares e de terceiros"", afirma a polícia. O traficante, segundo a Polícia Nacional, tem ""perfil violento tanto com sócios e colaboradores como com as autoridades que o perseguem"". ""Informações dão conta de que ele [Abadia] é o autor intelectual de várias execuções de pessoas a serviço do narcotráfico e de familiares, sócios e colaboradores do extraditado Victor Patiño Fomeque, em retaliação por tê-lo acusado perante as autoridades norte-americanas."""
29;O senador Antonio Carlos Magalhães (DEM-BA) morreu às 11h40 de hoje, aos 79 anos, em São Paulo, em decorrência de falência de múltiplos órgãos secundária à insuficiência cardíaca. ACM estava internado no InCor-SP (Instituto do Coração), do Hospital das Clínicas, desde o dia 13 de junho, quando deu entrada para tratar de complicações renais e cardíacas. A família ainda não confirmou o local onde será realizado o velório e o enterro do senador. A expectativa é que o corpo de ACM seja levado para Salvador (BA), onde nasceu. Os familiares de ACM estão no hospital. No começo deste mês, ACM apresentou complicações gástricas. No seu período de internação, ele apresentou oscilações entre melhoras e agravamento do estado de saúde. A Folha Online apurou que ele teria tido uma parada cardíaca na madrugada desta sexta-feira. A informação foi transmitida aos parentes e amigos próximos de ACM. A pedido da família do senador não foi autorizada divulgação de informações sobre seu estado de saúde. O senador, que completaria 80 anos em 4 de setembro, deixa a mulher, Arlete, e os filhos Antonio Carlos Magalhães Júnior e Teresa Helena Magalhães Mata Pires. Outros dois filhos de ACM já morreram: Luís Eduardo Maron de Magalhães e Ana Lúcia Maron de Magalhães. O estado de saúde do senador começou a se complicar neste ano, a partir de março, quando o político ficou internado para se curar de uma pneumonia e de uma disfunção renal. Desde então, ACM vinha se submetendo a check-ups de rotina todo mês. Em abril, o senador foi internado no InCor com insuficiência cardíaca. No final de maio, o parlamentar sentiu-se mal no Senado e chegou a cair em frente ao seu gabinete. Na ocasião, ele foi submetido a uma série de exames no InCor. ACM era cardiopata, portador de insuficiência cardíaca congestiva, em decorrência de um infarto, ocorrido em 1989.
30;Após quase 24 horas de tensão, terminou no fim da manhã desta quarta-feira a rebelião na Central de Custódia de Presos de Justiça (CCJP) no Maranhão. Depois que os presos entregaram o revólver usado para dar início ao motim, a Tropa de Choque da Polícia Militar entrou no presídio e liberou os 30 reféns - sendo 16 crianças. Alguns menores saíram demaiados e foram conduzidos para o atendimento médico. Quatro pessoas teriam ficado feridas. A Tropa de Choque entrou no presídio depois que Charlene Ribeiro da Silva, esposa do detento Bruno Monteiro da Silva - suspeito de chefiar a rebelião - conversou com o diretor da unidade. Segundo ela, o diretor assinou um termo de compromisso onde dá garantias de que os presos não serão torturados depois do motim e que Bruno será transferido para outra unidade. - O preso Bruno agiu de forma traiçoeira e covarde, sem dar oportunidade para os agentes que distribuíam lanches às crianças. Ele saiu atirando, acertando a cabeça de um agente e o braço de outro - contou o secretário-adjunto de Administração Penitenciária, Sidones Cruz. A Secretaria de Segurança deve abrir sindicância para averiguar como a arma entrou no presídio. O motim começou durante a festa do Dia das Crianças. As negociações foram feitas por um pequeno buraco no muro do presídio. A água e a luz da unidade chegaram a ser cortadas. A cadeia abriga 203 detentos, mas só tem capacidade para 80. Neste mesmo pavilhão, no início deste mês, os presos quebraram objetos e fizeram um túnel para tentar uma fuga em massa. Até agora as celas não foram reparadas. Esta é a terceira rebelião em São Luís só neste mês.
31;A equipe formada por Thiago Pereira, Rodrigo Castro, Lucas Salatta e Nicolas Oliveira deu ao Brasil nesta terça-feira o terceiro ouro nos Jogos Pan-Americanos do Rio-2007, na prova do revezamento 4 x 200 m livre da natação. Jamais na história do Pan os Estados Unidos haviam perdido o ouro nesta modalidade. O quarteto brasileiro terminou a prova com o tempo de 7min12s27, recorde pan-americano, à frente dos EUA, segundo lugar, e do Canadá, que ficou com o bronze. O grande destaque da prova foi Nicolas Oliveira, quarto nadador brasileiro a cair na água. Pouco antes Thiago Pereira já havia conquistado a segunda medalha de ouro brasileira no dia na final dos 400 m medley, superando o norte-americano Robert Margalis e o canadense Keith Beavers. Também nesta terça, outras duas medalhas também foram conquistadas por brasileiros, ambas no remo. Marcelus Marcili ficou com o bronze no skiff simples, e a dupla formada por Anderson Nocetti e Alan Bitencourt também ficou em terceiro na final da categoria dois sem timoneiro.
32;O Ministério Público Federal apreendeu nesta terça-feira, 7, os registros dos últimos cinco anos do livro de ocorrências da torre de controle do Aeroporto de Congonhas, zona sul de São Paulo, durante um mandado de busca e apreensão. A busca faz parte de uma operação, realizada em conjunto com PF, para apreender registros de ocorrências que contêm informações sobre as falhas no controle de tráfego aéreo. Com os documentos, os procuradores querem mover uma ação civil pública para ajudar a resolver os problemas do setor aéreo. Segundo procuradores, a ação permitirá avaliar os riscos aos quais estão expostos os passageiros e tripulantes de aeronaves. A operação é realizada simultaneamente no Centro Integrados de Defesa Aérea e Controle de Tráfego Aéreo (Cindacta-1), de Brasília, e também no departamento de controle de tráfego aéreo de Guarulhos (Cumbica). No total, cerca de 30 caixas de documentos e uma CPU foram apreendidos nos locais. Destas, cinco são de fitas de transcrição de ocorrências de tráfego aéreo, segundo o MP. Por volta das 14 horas o procurador Matheus Baraldi Magnani deve chegar em Congonhas, na zona sul de são Paulo, para dar continuidade às apreensões. Segundo ele, em uma reclamação feita na manhã desta terça, a Aeronáutica estaria dificultando o trabalho de apreensão em Congonhas, onde a guarda de documentos é feita por militares. O Comando da Aeronáutica informou que vai cumprir a determinação da Justiça Federal e que está preparando toda a documentação para ser entregue à PF. Vários especialistas já foram ouvidos pelos procuradores, que concluíram que os equipamentos estão sucateados, como conseqüência da falta de investimentos durante longo período. Após a apreensão, o MPF requisitará peritos e começará a análise do material apreendido. Os mandados de busca e apreensão foram expedidos pela juíza federal Maria Isabel do Prado, da 2ª Vara Federal de Guarulhos.
33;"O Airbus-A320 da TAM acidentado em São Paulo na última terça-feira (17) tinha um defeito no reverso da turbina direita desde o último dia 13. A informação, revelada na edição desta quinta do ""Jornal Nacional"", da TV Globo, foi confirmada, em nota, pela companhia aérea. Reportagem da colunista Eliane Cantanhêde (íntegra disponível só para assinantes do jornal ou do UOL), publicada na edição da Folha desta quinta, mostra que nova versão da Infraero inclui falha mecânica entre as hipóteses para o acidente --o maior da aviação brasileira. A TAM negou a hipótese. A falha no reversor --mecanismo que ajuda o avião a frear-- foi detectada pelo sistema eletrônico de checagem da própria aeronave, que continuou voando nos dias seguintes, com o reversor direito desligado. A TAM afirma que ""o procedimento não configura qualquer obstáculo ao pouso da aeronave"". Às 18h50 da última terça, sem controle, a aeronave --que havia decolado de Porto Alegre-- passou pela pista de Congonhas (zona sul de São Paulo) com velocidade acima do normal, atravessou a movimentada avenida Washington Luís e atingiu um prédio da própria empresa --da TAM Express. Além dos ocupantes, o acidente vitimou pessoas em terra, entre elas funcionários da empresa de transporte de cargas. Até a noite desta quinta, os bombeiros confirmavam a morte de 188 pessoas. O número pode chegar a 200. De acordo com a companhia aérea, a recomendação da Airbus --fabricante do avião-- é que a revisão no reversor seja feita até dez dias depois de o defeito ser detectado. Para a TAM, a falha não impediria a realização dos vôos. Em 1996, uma falha no reverso foi a causa do acidente com o Fokker-100 da TAM, ocorrido segundos depois da decolagem, também em Congonhas. Na ocasião, 99 pessoas morreram. Caso a possibilidade de que uma falha na aeronave tenha provocado a tragédia com o Airbus, as suspeitas de que o acidente esteja relacionado a falhas na recém-reformada pista do aeroporto perdem força. As obras foram entregues incompletas, sem o chamado ""grooving"" (ranhuras que ajudam no escoamento da água) --que reduz o risco de derrapagens de aviões em casos de chuva. Ainda segundo o ""Jornal Nacional"", o mesmo avião teve problemas para pousar, um dia antes do acidente, também em Congonhas. O vôo, que havia saído de Minas conseguiu parar apenas no limite da pista. Em nota enviada após a exibição da reportagem, a TAM afirma ""que não teve registro de qualquer problema mecânico neste avião no dia 16 de julho"". Imagens gravadas no aeroporto de Congonhas (zona sul de São Paulo) e divulgadas na quarta-feira (18) mostram o momento do pouso do vôo 3054 da TAM. Os vídeos comparam pousos de outras aeronaves com o do Airbus A-320 acidentado. As imagens, divulgadas pela Infraero, mostram que o avião da TAM levou três segundos para fazer o trajeto na pista que, em condições normais, levariam 11 segundos."
34;"Ao chegar nesta segunda-feira, 6, ao Senado Federal, o presidente da Casa, Renan Calheiros, disse que a decisão do procurador geral da República, Antonio Fernando de Souza, de investigar as denúncias contra ele, atende a um pedido que fez há cerca de um mês. ""Eu pedi para o procurador me investigar. Eu me dispus a abrir meu sigilo"", afirmou. Renan disse que não entende porque a Revista Veja insiste em fazer denúncias ""infundadas"" contras ele. O presidente do Senado referia-se à última reportagem da revista que afirma que Renan é dono oculto de duas emissoras de rádio de Alagoas que valem cerca de R$ 2,5 milhões. O procurador, segundo sua assessoria, disse que pode pedir a inclusão de mais uma denúncia contra o senador, feita pela revista. O líder do DEM, senador José Agripino (RN), afirmou que vai reunir a bancada na terça-feira para formalizar o pedido de investigação contra Renan. ""Pedi ao setor jurídico do partido a elaboração de uma representação. Acertei isso com o presidente do partido, deputado Rodrigo Maia (RJ), e agora quero ouvir a bancada para que a atitude seja do partido"", explicou. Renan já é alvo de representação no Conselho de Ética por quebra de decoro parlamentar. Entre as denúncias contra ele, estaria a de ter despesas pessoais pagas por lobista da construtora Mendes Junior.O pagamento seria destinado a uma filha do senador com a jornalista Monica Veloso."
35;Em uma disputa emocionante, o Brasil conquistou nesta sexta-feira a medalha de ouro no revezamento 4x100 metros livre, uma das provas mais charmosas da natação, ao cravar o tempo de 3min15s90 (novo recorde pan-americano e sul-americano). Foi a 13ª medalha dourada do País nos Jogos Pan-Americanos e a 8ª conquistada pelos nadadores. O Brasil entrou na piscina com Fernando Silva, Nicholas Santos, Eduardo Deboni e César Cielo - este último não disputou as eliminatórias (foi substituído na quinta-feira por Thiago Pereira) para ser poupado para a final, o que foi fundamental para a vitória, já que Cielo foi o mais rápido dos brasileiros. O ouro no revezamento foi especial para Thiago Pereira (ele ganha a medalha mesmo não atuando na final), que conquistou sua segunda medalha dourada nesta sexta-feira e a quinta no Pan. Com a quinta medalha dourada, ele superou Xuxa e igualou a marca do norte-americano Mark Spitz, que conquistou cinco medalhas douradas no Pan de Winnipeg, em 1967. Nesta sexta-feira, Thiago disputou os 200 m medley (sua especialidade) e venceu com facilidade ao cravar 1min57s79 - isso porque ele também disputou nesta sexta as eliminatórias dos 200 m peito, garantindo vaga para a final de sábado. Maior astro do Brasil na natação, Thiago já levou ouro nas provas dos 400 metros estilo medley, no revezamento 4 x 200 metros livre e nos 200 metros costas. Se subir em mais dois pódios, ele se tornará o maior ganhador de medalhas do Brasil em uma única edição de Pan, superando o ex-nadador Djan Madruga, que levou seis medalhas em San Juan (1979). Aos 21 anos, o nadador ainda participará das provas dos 100 metros costas e dos revezamentos 4x100 m medley. Além disso, Thiago Pereira já tem garantido cinco índices para os Jogos de Pequim: 200 m peito, 200 m livre, 200 m costas, 400 m medley e revezamento 4x200 m. A conquista do revezamento 4x100 livre foi a oitava de ouro da natação no Pan. Além dos ouros de Thiago Pereira, também subiram ao lugar mais alto do pódio: César Cielo (100 metros livre), Kaio Márcio de Almeida (100 metros borboleta) e Rebeca Gusmão (50 metros livre).
36;"O relator da segunda representação contra o senador Renan Calheiros (PMDB-AL) no Conselho de Ética do Senado, João Pedro (PT-AM), vai recomendar o ""sobrestamento"" (paralisação) das investigações ao invés do arquivamento imediato do processo contra o presidente da Casa. O senador defende que o conselho --antes de concluir se Renan quebrou ou não o decoro parlamentar na segunda representação-- espere a Câmara dos Deputados investigar se há envolvimento do irmão de Renan, o deputado Olavo Calheiros (PMDB-AL), nas acusações que atingem o peemedebista. A Folha Online apurou que o relator --preocupado com o desgaste de um arquivamento imediato da segunda representação contra Renan-- decidiu recomendar em seu voto a paralisação das investigações por influência de senadores do próprio PMDB. João Pedro já tinha sinalizado que recomendaria o arquivamento do processo, mas voltou atrás ao optar pelo sobrestamento para preservar a imagem do Senado. ""Tem o componente político do resultado da primeira representação. Por mais que se tenha cuidado de separar questões técnicas, a questão política é muito forte"", reconheceu. O conselho se reúne amanhã para votar o relatório de João Pedro, com a recomendação para o sobrestamento. Na segunda representação, Renan é acusado de trabalhar para reverter dívida de R$ 100 milhões da Schincariol junto ao INSS como gratidão ao fato da empresa ter comprado uma fábrica de seu irmão por preço acima do mercado. O relator promete, no entanto, retomar as investigações se a Câmara perceber indícios do envolvimento de Renan nas irregularidades. ""A Câmara pode trazer novos elementos. A partir de um indício [do envolvimento de Renan], vamos retomar os trabalhos aqui. Nós não estamos arquivando. Isso pode ter desdobramentos no processo de investigação."" O petista afirmou que, se algum parlamentar apresentar voto em separado ao seu texto, o Conselho de Ética poderá optar por outro desfecho para o segundo processo contra Renan --ao invés do sobrestamento. A expectativa, no entanto, é que o conselho siga a recomendação do relator porque a própria oposição reconhece que os indícios do envolvimento de Renan no segundo processo são fracos. João Pedro disse que vai conversar com o deputado José Carlos Araújo (PR-BA), relator da representação contra o deputado Olavo Calheiros no Conselho de Ética da Câmara. ""Temos que acreditar no trabalho da Câmara, já que eles estão, inclusive, adiantados. Eu quero levar ao relator um informe sobre os trabalhos."" Apesar de deixar as investigações para a Câmara, o relator negou que o Senado esteja deixando a tarefa apenas para os deputados. ""Não tem jogo de empurra e nem pressão. A Câmara tem uma agenda de trabalho, ninguém está a reboque de ninguém. O foco das investigações é a venda da fábrica, o que envolve o irmão do senador Renan"", afirmou."
37;"Por unanimidade, os integrantes da Mesa Diretora do Senado decidiram aceitar o pedido do Conselho de Ética de encaminhar para a Polícia Federal pedido para realização de nova perícia nos documentos do presidente da Casa, Renan Calheiros (PMDB-AL). Renan é alvo de um processo por quebra de decoro acusado de receber recursos da construtora Mendes Junior para pagamento de despesas pessoais, como aluguel e pensão para a jornalista Mônica Veloso, com quem tem uma filha. ""A Mesa decide acolher a solicitação do Conselho de Ética e remetê-la ao ministro da Justiça para cumprimento da estrita norma constitucional"", disse o vice-presidente do Senado, Tião Viana (PT-AC), que presidiu a reunião de hoje da Mesa. Renan negou as acusações e disse que fez os pagamentos com recursos próprios. Para comprovar que fez os pagamentos, Renan justificou que teve altos ganhos com a venda de gado. A nova perícia da PF permitirá comprovar a veracidade de documentos apresentados por Renan para justificar esses ganhos. Os novos relatores do processo contra o peemedebista no Conselho de Ética concluíram que era necessário aprofundar as perícias nos documentos enviados por Renan. A oposição prometeu fazer vigília para garantir a realização da reunião de hoje da Mesa Diretora. A estratégia foi montada para evitar novos atrasos no processo contra Renan. O presidente do Senado descumpriu um acordo fechado com a oposição na semana passada para aprovação da LDO (Lei de Diretrizes Orçamentárias) que previa que a reunião da Mesa ocorreria na última quinta-feira. Ontem, Renan negou que pretendesse recorrer ao STF (Supremo Tribunal Federal) para impedir uma nova perícia da Polícia Federal nos documentos encaminhados em sua defesa ao Conselho de Ética do Senado. No entanto, ele questionou na semana passada o poder do Conselho de Ética de pedir para a PF fazer essa perícia. Ele encaminhou um ofício ao procurador-geral da República, Antonio Fernando Souza, com pedido para que o Ministério Público Federal investigue os documentos encaminhados por ele ao Conselho de Ética. No ofício, ele diz que a PGR (Procuradoria Geral da República) é a instância adequada para investigar a autenticidade de seus documentos. ""Considerando que constitucionalmente Vossa Excelência é a autoridade competente para deflagrar investigações e processos judiciais criminais contra os membros do Congresso, venho perante essa digna PGR requerer a verificação da autenticidade dos documentos adunados"", afirmou Renan no ofício. O presidente do Senado argumenta que o Conselho de Ética da Casa não tem poderes para investigar seus documentos. ""A PF, desbordando a tarefa que lhe foi solicitada pelo Conselho de Ética e investigando, sem a autorização do Supremo Tribunal Federal um senador da República, apresentou conclusões que estabelecem confusão sobre os seus acertos."""
38;"O presidente do Conselho de Ética do Senado, Leomar Quintanilha (PMDB-TO), disse hoje ser contrário à unificação dos processos contra o senador Renan Calheiros (PMDB-AL) que tramitam na Casa Legislativa. A unificação foi proposta nesta terça-feira pela bancada do PT no Senado. Na opinião de Quintanilha, uma única investigação sobre diversas denúncias não permite conclusões distintas sobre o suposto envolvimento de Renan em ações que possam configurar a quebra do decoro parlamentar. ""Eu defendo a tese de que cada representação deve ter tratamento distinto. Vamos unificar se eu for voto vencido"", disse. Quintanilha afirmou que vai manter a ""coerência"" em sua decisão, uma vez que negou pedido do PSOL para incluir as novas denúncias contra Renan no primeiro processo contra o peemedebista que entrou na pauta do plenário do Senado na semana passada. ""Eu vou manter a coerência da minha decisão. Eu acho que vão confundir as acusações se tudo for analisado conjuntamente. Eu advogo a causa do tratamento distinto a cada representação."" A unificação dos processos tem o apoio da bancada do PT no Senado e do PSOL, partido que ingressou com três das quatro representações contra Renan. O senador José Nery (PSOL-PA) questionou apenas o fato da unificação estar sendo discutida neste momento, já que há alguns meses o Conselho de Ética negou o pedido da legenda para reunir as denúncias contra Renan em uma única peça. ""Tentamos fazer um aditamento, o conselho nos respondeu que não seria possível. O nosso entendimento é que todas as representações tratam de possível quebra de decoro. Esse conjunto de denúncias poderia ser agregado em um único processo. Ficou fatiado nesse monte de processos porque o conselho assim o quis"", criticou Nery. Quintanilha disse que, mesmo se a unificação dos processos for aprovada pelo conselho, vai defender relatores distintos para cada uma das denúncias contra Renan. Mas reconheceu que, dificilmente, os relatores terão posições semelhantes nas representações. ""Quem garante que vão trabalhar ao mesmo tempo, com cronograma similar? E se um tiver um entendimento sobre as denúncias e os outros não concordarem? Isso dificulta os trabalhos"", afirmou. Na opinião do senador Aloizio Mercadante (PT-SP), o plenário da Casa não deve analisar separadamente as três representações contra Renan que tramitam no Senado. ""Nós devemos analisar as três representações que faltam, oferecer um relatório completo das três para que cada um forme definitivamente o seu julgamento de mérito"", defendeu. O Conselho de Ética vai decidir sobre a unificação dos processos contra Renan em reunião marcada para a próxima quarta-feira. No mesmo dia, o conselho vai discutir o relatório do senador João Pedro (PT-AM) sobre o segundo processo contra o peemedebista --no qual é acusado de usar sua influência política para beneficiar a empresa Schincariol."
39;"A polícia de São Paulo afirmou ontem ter detido dois suspeitos de ter participado do roubo do relógio Rolex do apresentador Luciano Huck, da TV Globo, em um semáforo do Itaim Bibi (zona oeste de SP). ""O delegado me telefonou com a notícia. Estou indo para São Paulo amanhã [hoje] para fazer o reconhecimento"", disse Huck, que usava um relógio Nike, à Folha, em camarote VIP no Maracanã, no Rio, onde assistiu ontem ao jogo da seleção brasileira contra o Equador. Um dos suspeitos detidos pela polícia, 17 dias após o assalto, é o garçom Wagner do Nascimento Marinho, 22. De acordo com o Deic (Departamento de Investigações sobre Crime Organizado), ele estava foragido da penitenciária de Valparaiso (a 577 km de SP) onde cumpria pena por tentativa de roubo seguida de tentativa de homicídio e por roubo de outro relógio, também da marca suíça Rolex. O outro suspeito tem 27 anos, é grafiteiro e, segundo o Deic, tem passagem por roubo, mas já cumpriu a pena. A polícia não divulgou o nome dele. O Deic diz que prendeu o garçom e o grafiteiro seguindo informações de um informante da delegacia, segundo o qual os dois teriam roubado --e já vendido-- o acessório de luxo do apresentador da TV Globo, avaliado em cerca de R$ 10 mil. A prisão aconteceu em Taboão da Serra, na Grande São Paulo. Wagner, afirma o Deic, apresentou identidade falsa com nome de Antônio Edgar Torres Câmara ao ser abordado pelos policiais. Com ele, foi encontrada também uma moto Honda Twister prateada. O assalto ao apresentador, em um semáforo do Itaim (zona oeste), veio à tona após artigo publicado pelo apresentador na Folha, no dia 1º de outubro. No texto, Huck afirmava: ""Passei um dia na cidade nesta semana -moro no Rio por motivos profissionais- e três assaltos passaram por mim. Meu irmão, uma funcionária e eu. Foi-se um relógio que acabara de ganhar da minha esposa em comemoração ao meu aniversário. Todos nos Jardins, com assaltantes armados, de motos e revólveres... Onde está a polícia? Onde está a ""Elite da Tropa'? Quem sabe até a ""Tropa de Elite'! Chamem o comandante Nascimento!"" Huck, porém, não registrou queixa do roubo. Ele alegou que, por motivos profissionais, não teve tempo de ir à polícia. O Deic anunciará, em entrevista coletiva, na tarde de hoje, a prisão do comerciante Jurandi Ferreira Santos, 48, acusado por vender jóias roubadas. Ele foi preso ontem em uma sala comercial da rua Barão de Itapetininga, no centro, que funcionava como ponto-de-venda de jóias roubadas, dólares, euros e cheques de viagem. A polícia ainda tentará identificar os donos das jóias roubadas. Também foram presos José Ailton dos Santos, 29, e João Alcino da Silva, 29, que, segundo o Deic, trabalhavam como vendedores das mercadorias."
