Token	POS-Tag	OOV	Id	Index	Documento
embaixo	ADV	1	4	44	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
e	CCONJ	0	4	45	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
acabou	VERB	0	4	46	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
queimando	VERB	1	4	47	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
.	PUNCT	0	4	48	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
muito	ADV	0	4	49	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
ruim	ADJ	0	4	50	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
não	ADV	0	4	51	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
recomendo	VERB	1	4	52	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
a	DET	0	4	53	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
compra	NOUN	0	4	54	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
e	CCONJ	0	4	55	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
nem	ADV	0	4	56	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
vou	AUX	0	4	57	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
buscar	VERB	0	4	58	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
assistencia	NOUN	1	4	59	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
para	SCONJ	0	4	60	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
não	ADV	0	4	61	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
passar	VERB	0	4	62	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
mais	ADV	0	4	63	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
raiva	NOUN	0	4	64	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
,	PUNCT	0	4	65	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
ainda	ADV	0	4	66	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
mais	ADV	0	4	67	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
porque	SCONJ	0	4	68	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
peguei	VERB	1	4	69	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
em	ADP	0	4	70	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
uma	DET	0	4	71	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
promoção	NOUN	0	4	72	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
da	ADP	0	4	73	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
americanas	ADJ	0	4	74	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
por	ADP	0	4	75	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
R$	SYM	1	4	76	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
49,99	NUM	1	4	77	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
.	PUNCT	0	4	78	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
o	DET	0	5	0	o produto é bom porem a empresa não disponibiliza quantas capsulas vem , muito menos a qantidade de cápsulas
produto	NOUN	0	5	1	o produto é bom porem a empresa não disponibiliza quantas capsulas vem , muito menos a qantidade de cápsulas
é	AUX	0	5	2	o produto é bom porem a empresa não disponibiliza quantas capsulas vem , muito menos a qantidade de cápsulas
bom	ADJ	0	5	3	o produto é bom porem a empresa não disponibiliza quantas capsulas vem , muito menos a qantidade de cápsulas
porem	VERB	1	5	4	o produto é bom porem a empresa não disponibiliza quantas capsulas vem , muito menos a qantidade de cápsulas
a	DET	0	5	5	o produto é bom porem a empresa não disponibiliza quantas capsulas vem , muito menos a qantidade de cápsulas
empresa	NOUN	0	5	6	o produto é bom porem a empresa não disponibiliza quantas capsulas vem , muito menos a qantidade de cápsulas
não	ADV	0	5	7	o produto é bom porem a empresa não disponibiliza quantas capsulas vem , muito menos a qantidade de cápsulas
disponibiliza	VERB	1	5	8	o produto é bom porem a empresa não disponibiliza quantas capsulas vem , muito menos a qantidade de cápsulas
quantas	DET	1	5	9	o produto é bom porem a empresa não disponibiliza quantas capsulas vem , muito menos a qantidade de cápsulas
capsulas	NOUN	1	5	10	o produto é bom porem a empresa não disponibiliza quantas capsulas vem , muito menos a qantidade de cápsulas
vem	VERB	0	5	11	o produto é bom porem a empresa não disponibiliza quantas capsulas vem , muito menos a qantidade de cápsulas
,	PUNCT	0	5	12	o produto é bom porem a empresa não disponibiliza quantas capsulas vem , muito menos a qantidade de cápsulas
muito	ADV	0	5	13	o produto é bom porem a empresa não disponibiliza quantas capsulas vem , muito menos a qantidade de cápsulas
menos	ADV	0	5	14	o produto é bom porem a empresa não disponibiliza quantas capsulas vem , muito menos a qantidade de cápsulas
a	ADP	0	5	15	o produto é bom porem a empresa não disponibiliza quantas capsulas vem , muito menos a qantidade de cápsulas
qantidade	NOUN	0	5	16	o produto é bom porem a empresa não disponibiliza quantas capsulas vem , muito menos a qantidade de cápsulas
de	ADP	0	5	17	o produto é bom porem a empresa não disponibiliza quantas capsulas vem , muito menos a qantidade de cápsulas
cápsulas	NOUN	1	5	18	o produto é bom porem a empresa não disponibiliza quantas capsulas vem , muito menos a qantidade de cápsulas
Comprei	VERB	1	6	0	Comprei o boneco antes do natal veio com o braço solto pedi para trocarem fez 3 semanas e nada
o	DET	0	6	1	Comprei o boneco antes do natal veio com o braço solto pedi para trocarem fez 3 semanas e nada
boneco	NOUN	1	6	2	Comprei o boneco antes do natal veio com o braço solto pedi para trocarem fez 3 semanas e nada
antes	ADV	0	6	3	Comprei o boneco antes do natal veio com o braço solto pedi para trocarem fez 3 semanas e nada
do	ADP	0	6	4	Comprei o boneco antes do natal veio com o braço solto pedi para trocarem fez 3 semanas e nada
natal	NOUN	0	6	5	Comprei o boneco antes do natal veio com o braço solto pedi para trocarem fez 3 semanas e nada
veio	VERB	0	6	6	Comprei o boneco antes do natal veio com o braço solto pedi para trocarem fez 3 semanas e nada
com	ADP	0	6	7	Comprei o boneco antes do natal veio com o braço solto pedi para trocarem fez 3 semanas e nada
o	DET	0	6	8	Comprei o boneco antes do natal veio com o braço solto pedi para trocarem fez 3 semanas e nada
braço	NOUN	0	6	9	Comprei o boneco antes do natal veio com o braço solto pedi para trocarem fez 3 semanas e nada
solto	ADJ	1	6	10	Comprei o boneco antes do natal veio com o braço solto pedi para trocarem fez 3 semanas e nada
pedi	VERB	1	6	11	Comprei o boneco antes do natal veio com o braço solto pedi para trocarem fez 3 semanas e nada
para	SCONJ	0	6	12	Comprei o boneco antes do natal veio com o braço solto pedi para trocarem fez 3 semanas e nada
trocarem	VERB	1	6	13	Comprei o boneco antes do natal veio com o braço solto pedi para trocarem fez 3 semanas e nada
fez	VERB	0	6	14	Comprei o boneco antes do natal veio com o braço solto pedi para trocarem fez 3 semanas e nada
3	NUM	0	6	15	Comprei o boneco antes do natal veio com o braço solto pedi para trocarem fez 3 semanas e nada
semanas	NOUN	0	6	16	Comprei o boneco antes do natal veio com o braço solto pedi para trocarem fez 3 semanas e nada
e	CCONJ	0	6	17	Comprei o boneco antes do natal veio com o braço solto pedi para trocarem fez 3 semanas e nada
nada	PRON	0	6	18	Comprei o boneco antes do natal veio com o braço solto pedi para trocarem fez 3 semanas e nada
Amei	VERB	1	7	0	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
o	DET	0	7	1	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
aspirador	NOUN	1	7	2	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
.	PUNCT	0	7	3	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
Pesquisei	PROPN	1	7	4	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
bastante	ADV	0	7	5	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
antes	ADV	0	7	6	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
de	ADP	0	7	7	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
comprar	VERB	0	7	8	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
e	CCONJ	0	7	9	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
superou	VERB	0	7	10	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
as	DET	0	7	11	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
minhas	DET	1	7	12	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
expectativas	NOUN	0	7	13	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
.	PUNCT	0	7	14	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
Tem	VERB	0	7	15	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
uma	DET	0	7	16	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
potência	NOUN	0	7	17	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
muito	ADV	0	7	18	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
boa	ADJ	0	7	19	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
,	PUNCT	0	7	20	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
as	DET	0	7	21	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
peças	NOUN	0	7	22	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
são	AUX	0	7	23	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
fáceis	ADJ	1	7	24	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
de	SCONJ	0	7	25	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
trocar	VERB	0	7	26	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
.	PUNCT	0	7	27	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
É	AUX	0	7	28	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
muito	ADV	0	7	29	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
fácil	ADJ	0	7	30	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
para	SCONJ	0	7	31	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
limpar	VERB	1	7	32	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
e	CCONJ	0	7	33	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
não	ADV	0	7	34	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
ocupa	VERB	0	7	35	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
muito	DET	0	7	36	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
espaço	NOUN	0	7	37	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
.	PUNCT	0	7	38	Amei o aspirador . Pesquisei bastante antes de comprar e superou as minhas expectativas . Tem uma potência muito boa , as peças são fáceis de trocar . É muito fácil para limpar e não ocupa muito espaço .
Por	SCONJ	0	8	0	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
ser	AUX	0	8	1	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
Blackout	PROPN	1	8	2	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
a	SCONJ	0	8	3	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
protecão	ADV	1	8	4	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
contra	ADP	0	8	5	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
a	DET	0	8	6	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
luz	NOUN	0	8	7	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
do	ADP	0	8	8	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
sol	NOUN	0	8	9	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
deixa	VERB	0	8	10	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
a	SCONJ	0	8	11	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
desejar	VERB	1	8	12	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
,	PUNCT	0	8	13	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
quanto	ADV	0	8	14	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
a	DET	0	8	15	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
cortina	NOUN	1	8	16	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
em	ADP	0	8	17	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
si	PRON	0	8	18	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
,	PUNCT	0	8	19	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
bom	ADJ	0	8	20	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
material	NOUN	0	8	21	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
e	CCONJ	0	8	22	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
acaabamento	NOUN	1	8	23	Por ser Blackout a protecão contra a luz do sol deixa a desejar , quanto a cortina em si , bom material e acaabamento
Excelente	DET	1	9	0	Excelente produto , uma série formidável sobre os emaranhados da formação psicológica e social do indivíduo , muito bem produzido e fiel ao clássico do mago do cinema Alfred Hitchcock em um Box muito bonito esteticamente e por um ótimo preço .
produto	NOUN	0	9	1	Excelente produto , uma série formidável sobre os emaranhados da formação psicológica e social do indivíduo , muito bem produzido e fiel ao clássico do mago do cinema Alfred Hitchcock em um Box muito bonito esteticamente e por um ótimo preço .
,	PUNCT	0	9	2	Excelente produto , uma série formidável sobre os emaranhados da formação psicológica e social do indivíduo , muito bem produzido e fiel ao clássico do mago do cinema Alfred Hitchcock em um Box muito bonito esteticamente e por um ótimo preço .
